TipoPedido,CodControle,Fornecedor,OrgCompras,GrpCompradores,Empresa,Artigo,Quantidade,UnidadeCompra,Centro,Dep,DataRemessa,Moeda
ZPC9,T,CA02,3300,500,3300,29579,1,PAL,A028,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,31875,10,CX,A028,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,31514,4,CX,A028,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,31195,5,CX,A028,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,31835,4,CX,A028,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,34224,6,CX,A028,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,32412,5,CX,A028,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,32413,2,CX,A028,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,31712,3,CX,A028,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,31711,3,CX,A028,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,31710,3,CX,A028,DL01,31.07.2023,AOA
